Country,ObservatoryID,UnitID,DateDeployed,DateCollected,EventID,MaterialSampleID,Fraction,Preservative,Filter,CrateCover,Number of associated data files,Number of ENA sequences
FRA,Roscoff,MarBloR2,12/06/2019,17/09/2019,ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,Motile,DMSO,100,not provided,18,6
FRA,Roscoff,MarBloR2,12/06/2019,17/09/2019,ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,Motile,DMSO,500,not provided,18,6
FRA,Roscoff,MarBloR2,12/06/2019,17/09/2019,ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,Sessile,DMSO,40,not provided,18,6
FRA,Roscoff,MarBloR3,12/06/2019,18/09/2019,ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,Motile,DMSO,100,not provided,18,6
FRA,Roscoff,MarBloR3,12/06/2019,18/09/2019,ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,Motile,DMSO,500,not provided,18,6
FRA,Roscoff,MarBloR3,12/06/2019,18/09/2019,ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,Sessile,DMSO,40,not provided,18,6
GBR,Plymouth,MBA1,01/07/2018,01/10/2018,ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF100_DMSO,Motile,DMSO,100,not provided,24,4
GBR,Plymouth,MBA1,01/07/2018,01/10/2018,ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF100_ETOH,Motile,EtOH,100,not provided,24,4
GBR,Plymouth,MBA1,01/07/2018,01/10/2018,ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF500_DMSO,Motile,DMSO,500,not provided,24,4
GBR,Plymouth,MBA1,01/07/2018,01/10/2018,ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF500_ETOH,Motile,EtOH,500,not provided,24,4
GBR,Plymouth,MBA1,01/07/2018,01/10/2018,ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_SF40_DMSO,Sessile,DMSO,40,not provided,24,4
GBR,Plymouth,MBA1,01/07/2018,01/10/2018,ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_SF40_ETOH,Sessile,EtOH,40,not provided,24,4
GBR,Plymouth,MBA1A,16/07/2019,16/09/2019,ARMS_Plymouth_MBA1A_20190716_20190916,ARMS_Plymouth_MBA1A_20190716_20190916_MF100,Motile,DMSO,100,not provided,21,6
GBR,Plymouth,MBA1A,16/07/2019,16/09/2019,ARMS_Plymouth_MBA1A_20190716_20190916,ARMS_Plymouth_MBA1A_20190716_20190916_MF500,Motile,DMSO,500,not provided,21,6
GBR,Plymouth,MBA1A,16/07/2019,16/09/2019,ARMS_Plymouth_MBA1A_20190716_20190916,ARMS_Plymouth_MBA1A_20190716_20190916_SF40,Sessile,DMSO,40,not provided,21,6
GBR,Plymouth,MBA1B,16/07/2019,18/09/2019,ARMS_Plymouth_MBA1B_20190716_20190918,ARMS_Plymouth_MBA1B_20190716_20190918_MF100,Motile,DMSO,100,not provided,25,6
GBR,Plymouth,MBA1B,16/07/2019,18/09/2019,ARMS_Plymouth_MBA1B_20190716_20190918,ARMS_Plymouth_MBA1B_20190716_20190918_MF500,Motile,DMSO,500,not provided,25,6
GBR,Plymouth,MBA1B,16/07/2019,18/09/2019,ARMS_Plymouth_MBA1B_20190716_20190918,ARMS_Plymouth_MBA1B_20190716_20190918_SF40,Sessile,DMSO,40,not provided,25,6
GBR,Plymouth,MBA1C,16/07/2019,20/09/2019,ARMS_Plymouth_MBA1C_20190716_20190920,ARMS_Plymouth_MBA1C_20190716_20190920_MF100,Motile,DMSO,100,not provided,24,6
GBR,Plymouth,MBA1C,16/07/2019,20/09/2019,ARMS_Plymouth_MBA1C_20190716_20190920,ARMS_Plymouth_MBA1C_20190716_20190920_MF500,Motile,DMSO,500,not provided,24,6
GBR,Plymouth,MBA1C,16/07/2019,20/09/2019,ARMS_Plymouth_MBA1C_20190716_20190920,ARMS_Plymouth_MBA1C_20190716_20190920_SF40,Sessile,DMSO,40,not provided,24,6
GBR,Plymouth,MBA2,01/07/2018,01/10/2018,ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO,Motile,DMSO,100,not provided,27,4
GBR,Plymouth,MBA2,01/07/2018,01/10/2018,ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH,Motile,EtOH,100,not provided,27,4
GBR,Plymouth,MBA2,01/07/2018,01/10/2018,ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF500_ETOH,Motile,EtOH,500,not provided,27,6
GBR,Plymouth,MBA2,01/07/2018,01/10/2018,ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_SF40_DMSO,Sessile,DMSO,40,not provided,27,4
GBR,Plymouth,MBA2,01/07/2018,01/10/2018,ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH,Sessile,EtOH,40,not provided,27,4
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF125_DMSO,Motile,DMSO,125,Yes,140,4
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF125_ETOH,Motile,EtOH,125,Yes,140,4
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_DMSO,Motile,DMSO,500,Yes,140,6
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH,Motile,EtOH,500,Yes,140,6
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_PS250_ETOH,Plankton,EtOH,250,N/A (Not relevant information for this fraction/sample),140,4
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_SED,Sediment,Frozen,N/A (No filter was used),N/A (Not relevant information for this fraction/sample),140,6
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_SF_DMSO,Sessile,DMSO,N/A (No filter was used),N/A (Not relevant information for this fraction/sample),140,6
GRC,Crete,1HERP,28/09/2018,28/01/2019,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_SF_ETOH,Sessile,EtOH,N/A (No filter was used),N/A (Not relevant information for this fraction/sample),140,6
GRC,Crete,1HERP,12/06/2019,11/10/2019,ARMS_Crete_1HERP_20190612_20191011,ARMS_Crete_1HERP_20190612_20191011_MF500,Motile,Frozen,500,Yes,156,6
GRC,Crete,1HERP,12/06/2019,11/10/2019,ARMS_Crete_1HERP_20190612_20191011,ARMS_Crete_1HERP_20190612_20191011_MF90,Motile,Frozen,90,Yes,156,6
GRC,Crete,1HERP,12/06/2019,11/10/2019,ARMS_Crete_1HERP_20190612_20191011,ARMS_Crete_1HERP_20190612_20191011_SF,Sessile,Frozen,N/A (No filter was used),N/A (Not relevant information for this fraction/sample),156,6
GRC,Crete,1HERP,12/06/2019,10/02/2020,ARMS_Crete_1HERP_20190612_20200210,ARMS_Crete_1HERP_20190612_20200210_MF500,Motile,Frozen,500,Yes,157,6
GRC,Crete,1HERP,12/06/2019,10/02/2020,ARMS_Crete_1HERP_20190612_20200210,ARMS_Crete_1HERP_20190612_20200210_MF90,Motile,Frozen,90,Yes,157,6
GRC,Crete,1HERP,12/06/2019,10/02/2020,ARMS_Crete_1HERP_20190612_20200210,ARMS_Crete_1HERP_20190612_20200210_SF,Sessile,Frozen,N/A (No filter was used),N/A (Not relevant information for this fraction/sample),157,6
GRC,Crete,1HERP,12/06/2019,18/06/2020,ARMS_Crete_1HERP_20190612_20200618,ARMS_Crete_1HERP_20190612_20200618_MF500,Motile,Frozen,500,Yes,175,6
GRC,Crete,1HERP,12/06/2019,18/06/2020,ARMS_Crete_1HERP_20190612_20200618,ARMS_Crete_1HERP_20190612_20200618_MF90,Motile,Frozen,90,Yes,175,6
GRC,Crete,1HERP,12/06/2019,18/06/2020,ARMS_Crete_1HERP_20190612_20200618,ARMS_Crete_1HERP_20190612_20200618_SF,Sessile,Frozen,N/A (No filter was used),N/A (Not relevant information for this fraction/sample),175,6
GRC,Crete,2UBPC,24/09/2019,11/12/2020,ARMS_Crete_2UBPC_20190924_20201211,ARMS_Crete_2UBPC_20190924_20201211_MF500,Motile,Frozen,500,Imperfectly,164,6
GRC,Crete,2UBPC,24/09/2019,11/12/2020,ARMS_Crete_2UBPC_20190924_20201211,ARMS_Crete_2UBPC_20190924_20201211_MF90,Motile,Frozen,90,Imperfectly,164,6
GRC,Crete,2UBPC,24/09/2019,11/12/2020,ARMS_Crete_2UBPC_20190924_20201211,ARMS_Crete_2UBPC_20190924_20201211_SF,Sessile,Frozen,N/A (No filter was used),Imperfectly,164,6
ISR,Eilat,Katza1,24/10/2018,06/07/2020,ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_MF100,Motile,DMSO,100,not provided,213,4
ISR,Eilat,Katza1,24/10/2018,06/07/2020,ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_MF500,Motile,DMSO,500,not provided,213,4
ISR,Eilat,Katza1,24/10/2018,06/07/2020,ARMS_Eilat_Katza1_20181024_20200706,ARMS_Eilat_Katza1_20181024_20200706_SF45,Sessile,DMSO,45,not provided,213,4
ISR,Eilat,Katza2,24/10/2018,03/08/2020,ARMS_Eilat_Katza2_20181024_20200803,ARMS_Eilat_Katza2_20181024_20200803_MF100,Motile,DMSO,100,not provided,231,4
ISR,Eilat,Katza2,24/10/2018,03/08/2020,ARMS_Eilat_Katza2_20181024_20200803,ARMS_Eilat_Katza2_20181024_20200803_MF500,Motile,DMSO,500,not provided,231,4
ISR,Eilat,Katza2,24/10/2018,03/08/2020,ARMS_Eilat_Katza2_20181024_20200803,ARMS_Eilat_Katza2_20181024_20200803_SF45,Sessile,DMSO,45,not provided,231,4
ISR,Eilat,NR1,17/10/2018,04/02/2020,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100,Motile,DMSO,100,not provided,151,4
ISR,Eilat,NR1,17/10/2018,04/02/2020,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF500,Motile,DMSO,500,not provided,151,4
ISR,Eilat,NR1,17/10/2018,04/02/2020,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_SF45,Sessile,DMSO,45,not provided,151,4
ISR,Eilat,NR2,17/10/2018,24/05/2020,ARMS_Eilat_NR2_20181017_20200524,ARMS_Eilat_NR2_20181017_20200524_MF100,Motile,DMSO,100,not provided,183,4
ISR,Eilat,NR2,17/10/2018,24/05/2020,ARMS_Eilat_NR2_20181017_20200524,ARMS_Eilat_NR2_20181017_20200524_MF500,Motile,DMSO,500,not provided,183,4
